index,game,score,leaderbord,gamers,comp_perc,rating,url,min_comp_time,max_comp_time,Links,genres,developer,publisher,release_date,size
1191,SNK 40th Anniversary Collection,429,1.43,298,39.6,3.5,https://www.truetrophies.com/game/SNK-40th-Anniversary-Collection/trophies,0,1,https://www.truetrophies.com/game/SNK-40th-Anniversary-Collection,Collection,SNK-Playmore,NIS-America,2019/March/19,1.36GB
1192,Soccer Pinball (EU),312,1.1,154,69.5,1.3,https://www.truetrophies.com/game/Soccer-Pinball-European/trophies,1,2,https://www.truetrophies.com/game/Soccer-Pinball-European,Pinball,KODOBUR,KODOBUR,2019/December/20,567MB
1193,SOMA,397,1.39,11937,44.2,4.0,https://www.truetrophies.com/game/SOMA/trophies,8,10,https://www.truetrophies.com/game/SOMA,Survival-Horror,Frictional-Games,Frictional-Games,2015/September/22,10.50GB
1194,SOMA (EU),376,1.32,16742,50.5,3.7,https://www.truetrophies.com/game/SOMA-European/trophies,8,10,https://www.truetrophies.com/game/SOMA-European,Survival-Horror,Frictional-Games,Frictional-Games,2015/September/22,10.50GB
1195,Song of the Deep,475,1.67,3403,25.8,3.9,https://www.truetrophies.com/game/Song-of-the-Deep/trophies,6,8,https://www.truetrophies.com/game/Song-of-the-Deep,Action-Adventure|Metroidvania,Insomniac-Games,GameTrust-Games,2016/July/12,1.10GB
1196,Song of the Deep (EU),427,1.5,1537,34.9,3.6,https://www.truetrophies.com/game/Song-of-the-Deep-European/trophies,12,15,https://www.truetrophies.com/game/Song-of-the-Deep-European,Action-Adventure|Metroidvania,Insomniac-Games,GameTrust-Games,2016/July/12,1.10GB
1197,Sonic Forces,4787,3.43,55777,3.9,3.3,https://www.truetrophies.com/game/Sonic-Forces/trophies,20,25,https://www.truetrophies.com/game/Sonic-Forces,Platformer,Sonic-Team,SEGA,2017/November/07,18.20GB
1198,Sonic Mania,1177,3.74,60466,2.6,3.9,https://www.truetrophies.com/game/Sonic-Mania/trophies,4,5,https://www.truetrophies.com/game/Sonic-Mania,Platformer,Christian-Whitehead,SEGA,2017/August/15,199MB
1199,SOULCALIBUR VI,2975,2.25,25100,9.8,4.0,https://www.truetrophies.com/game/SOULCALIBUR-VI/trophies,25,30,https://www.truetrophies.com/game/SOULCALIBUR-VI,Fighting,Bandai-Namco-Entertainment,Bandai-Namco-Entertainment,2018/October/19,10.30GB
1200,Sound Shapes,3428,1.14,14395,44.4,3.3,https://www.truetrophies.com/game/Sound-Shapes/trophies,8,10,https://www.truetrophies.com/game/Sound-Shapes,Music|Platformer,Queasy-Games,Sony-Computer-Entertainment,2013/November/15,1.30GB
1201,Sound Shapes (Asia),3106,1.04,3991,77.6,3.2,https://www.truetrophies.com/game/Sound-Shapes-Asian/trophies,0,1,https://www.truetrophies.com/game/Sound-Shapes-Asian,Music|Platformer,Queasy-Games,Sony-Computer-Entertainment,2014/January/09,1.30GB
1202,Sound Shapes (EU),3444,1.15,16005,44.3,3.1,https://www.truetrophies.com/game/Sound-Shapes-European/trophies,0,1,https://www.truetrophies.com/game/Sound-Shapes-European,Music|Platformer,Queasy-Games,Sony-Computer-Entertainment,2013/November/29,1.30GB
1203,Sound Shapes (JP),3099,1.03,4320,78.9,3.1,https://www.truetrophies.com/game/Sound-Shapes-Japanese/trophies,0,1,https://www.truetrophies.com/game/Sound-Shapes-Japanese,Music|Platformer,Queasy-Games,Sony-Computer-Entertainment,2014/February/22,1.30GB
1204,South Park: The Fractured but Whole,1860,1.43,60340,29.6,4.2,https://www.truetrophies.com/game/South-Park-The-Fractured-but-Whole/trophies,25,30,https://www.truetrophies.com/game/South-Park-The-Fractured-but-Whole,Role-Playing|Turn-Based,Ubisoft-San-Francisco,Ubisoft,2017/October/17,23.70GB
1205,South Park: The Stick of Truth,2160,1.6,38074,26.8,4.4,https://www.truetrophies.com/game/South-Park-The-Stick-of-Truth/trophies,15,20,https://www.truetrophies.com/game/South-Park-The-Stick-of-Truth,Role-Playing|Turn-Based,Obsidian-Entertainment,Ubisoft,2016/June/14,3.15GB
1206,Sparkle 2 (PS4),795,2.52,11599,5.3,3.1,https://www.truetrophies.com/game/Sparkle-2-PS4/trophies,40,50,https://www.truetrophies.com/game/Sparkle-2-PS4,Puzzle,10tons,10tons,2014/May/20,264MB
1207,Spice and Wolf VR,333,1.06,261,67.8,0.5,https://www.truetrophies.com/game/Spice-and-Wolf-VR/trophies,0,1,https://www.truetrophies.com/game/Spice-and-Wolf-VR,Adventure,Gemdrops,Gemdrops,2019/September/05,675MB
1208,Spiral Splatter,1542,1.17,1495,69.3,2.2,https://www.truetrophies.com/game/Spiral-Splatter/trophies,1,2,https://www.truetrophies.com/game/Spiral-Splatter,Puzzle,Neonchimp-Games,Sometimes-You,2017/October/20,171MB
1209,Spiral Splatter (EU),1542,1.17,1234,69.2,1.8,https://www.truetrophies.com/game/Spiral-Splatter-European/trophies,2,3,https://www.truetrophies.com/game/Spiral-Splatter-European,Puzzle,Neonchimp-Games,Sometimes-You,2017/October/20,171MB
1210,Spirit Hunter: Death Mark,1722,1.28,991,53.2,4.6,https://www.truetrophies.com/game/Death-Mark/trophies,3,4,https://www.truetrophies.com/game/Death-Mark,Visual-Novel,Experience,Aksys-Games,2018/October/31,11.79GB
1211,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,1778,1.36,9887,44.9,4.0,https://www.truetrophies.com/game/SpongeBob-SquarePants-Battle-for-Bikini-Bottom-Rehydrated/trophies,12,15,https://www.truetrophies.com/game/SpongeBob-SquarePants-Battle-for-Bikini-Bottom-Rehydrated,Platformer,Purple-Lamp-Studios,THQ-Nordic,2020/June/23,8.64GB
1212,Sportsfriends,465,1.63,11009,26.5,2.4,https://www.truetrophies.com/game/Sportsfriends/trophies,2,3,https://www.truetrophies.com/game/Sportsfriends,Sports,Die-Gute-Fabrik,Die-Gute-Fabrik,2014/May/06,455MB
1213,Spy Chameleon,2932,2.25,18971,15.6,3.0,https://www.truetrophies.com/game/Spy-Chameleon/trophies,8,10,https://www.truetrophies.com/game/Spy-Chameleon,Puzzle|Stealth,Unfinished-Pixel,Unfinished-Pixel,2016/July/21,613MB
1214,Spyro 2: Ripto's Rage!,1590,1.23,50040,59.1,4.3,https://www.truetrophies.com/game/Spyro-2-Riptos-Rage/trophies,8,10,https://www.truetrophies.com/game/Spyro-2-Riptos-Rage,Platformer,Toys-for-Bob,Activision,2018/November/13,31.39GB
1215,Spyro 3: Year of the Dragon,1536,1.15,40817,67.1,4.1,https://www.truetrophies.com/game/Spyro-3-Year-of-the-Dragon/trophies,8,10,https://www.truetrophies.com/game/Spyro-3-Year-of-the-Dragon,Platformer,Toys-for-Bob,Activision,2018/November/13,31.39GB
1216,Spyro the Dragon,1689,1.28,73734,52.8,4.3,https://www.truetrophies.com/game/Spyro-the-Dragon/trophies,6,8,https://www.truetrophies.com/game/Spyro-the-Dragon,Platformer,Toys-for-Bob,Activision,2018/November/13,31.39GB
1217,Squareboy vs Bullies: Arena Edition,1409,1.04,2586,87.6,1.9,https://www.truetrophies.com/game/Squareboy-vs-Bullies-Arena-Edition/trophies,1,2,https://www.truetrophies.com/game/Squareboy-vs-Bullies-Arena-Edition,Beat-em-up,Rohan-Narang,Ratalaika-Games,2017/December/06,140MB
1218,Squareboy vs Bullies: Arena Edition (EU),1425,1.06,4087,85.1,1.8,https://www.truetrophies.com/game/Squareboy-vs-Bullies-Arena-Edition-European/trophies,1,2,https://www.truetrophies.com/game/Squareboy-vs-Bullies-Arena-Edition-European,Beat-em-up,Rohan-Narang,Ratalaika-Games,2017/December/07,144MB
1219,STAR OCEAN: Integrity and Faithlessness,4488,3.48,16507,4.2,3.5,https://www.truetrophies.com/game/STAR-OCEAN-Integrity-and-Faithlessness/trophies,80,100,https://www.truetrophies.com/game/STAR-OCEAN-Integrity-and-Faithlessness,Action-RPG|Role-Playing,triAce,Square-Enix,2016/March/31,29.65GB
1220,Star Wars Battlefront,6006,3.08,131983,1.7,3.6,https://www.truetrophies.com/game/Star-Wars-Battlefront/trophies,50,60,https://www.truetrophies.com/game/Star-Wars-Battlefront,First-Person-Shooter|Third-Person-Shooter,DICE,Electronic-Arts,2015/November/17,19.20GB
1221,Star Wars Battlefront II,3073,2.33,112995,6.3,3.6,https://www.truetrophies.com/game/Star-Wars-Battlefront-II/trophies,120,150,https://www.truetrophies.com/game/Star-Wars-Battlefront-II,First-Person-Shooter|Third-Person-Shooter,DICE,Electronic-Arts,2017/November/17,48.42GB
1222,Star Wars Episode I Racer,1627,1.25,3266,54.1,4.0,https://www.truetrophies.com/game/Star-Wars-Episode-I-Racer/trophies,5,6,https://www.truetrophies.com/game/Star-Wars-Episode-I-Racer,Arcade-Racing,Aspyr-Media,Aspyr-Media,2020/June/23,522MB
1223,Star Wars Jedi: Fallen Order,2082,1.63,48198,24.9,4.1,https://www.truetrophies.com/game/STAR-WARS-Jedi-Fallen-Order/trophies,35,40,https://www.truetrophies.com/game/STAR-WARS-Jedi-Fallen-Order,Action-Adventure,Respawn-Entertainment,Electronic-Arts,2019/November/15,47.52GB
1224,Star Wars Jedi: Fallen Order (EU),1892,1.48,51657,32.5,4.0,https://www.truetrophies.com/game/Star-Wars-Jedi-Fallen-Order-European/trophies,25,30,https://www.truetrophies.com/game/Star-Wars-Jedi-Fallen-Order-European,Action-Adventure,Respawn-Entertainment,Electronic-Arts,2019/November/15,47.52GB
1225,Starlink: Battle for Atlas,2482,1.86,3365,18.2,3.7,https://www.truetrophies.com/game/Starlink-Battle-for-Atlas/trophies,25,30,https://www.truetrophies.com/game/Starlink-Battle-for-Atlas,Action-Adventure,Ubisoft-Toronto,Ubisoft,2018/October/16,15.41GB
1226,Starwhal (EU),6745,5.35,6535,2.4,2.5,https://www.truetrophies.com/game/Starwhal-European/trophies,15,20,https://www.truetrophies.com/game/Starwhal-European,Action,Breakfall,Sony-Computer-Entertainment,2015/March/04,707MB
1227,Statik,486,1.54,6304,10.8,4.2,https://www.truetrophies.com/game/Statik/trophies,5,6,https://www.truetrophies.com/game/Statik,Puzzle,Tarsier-Studios,Tarsier-Studios,2017/April/24,1.17GB
1228,SteamWorld Dig,1389,4.63,39974,1.6,3.3,https://www.truetrophies.com/game/SteamWorld-Dig/trophies,6,8,https://www.truetrophies.com/game/SteamWorld-Dig,Metroidvania|Platformer,Image--Form-Games,Image--Form-Games,2014/March/18,126MB
1229,STEEP,5801,3.42,67780,0.8,3.5,https://www.truetrophies.com/game/Steep/trophies,30,35,https://www.truetrophies.com/game/Steep,Skiing|Snowboarding|Sports,Ubisoft-Annecy,Ubisoft,2016/December/02,17.10GB
1230,Steins;Gate 0,1459,1.16,3873,70.9,4.0,https://www.truetrophies.com/game/Steins-Gate-0/trophies,1,2,https://www.truetrophies.com/game/Steins-Gate-0,Adventure|Visual-Novel,5pb,PQube,2016/November/25,6.68GB
1231,Steins;Gate 0 (JP),1410,1.12,4339,74.9,3.0,https://www.truetrophies.com/game/Steins-Gate-0-Japanese/trophies,1,2,https://www.truetrophies.com/game/Steins-Gate-0-Japanese,Adventure|Visual-Novel,5pb,MAGES,2015/December/10,6.22GB
1232,Steins;Gate 0 (KR),1296,1.03,834,92.0,2.1,https://www.truetrophies.com/game/Steins-Gate-0-Korean/trophies,0,1,https://www.truetrophies.com/game/Steins-Gate-0-Korean,Adventure|Visual-Novel,5pb,Digital-Touch,2016/June/23,5.70GB
1233,Steins;Gate Elite,1619,1.24,1431,62.0,4.4,https://www.truetrophies.com/game/STEINS-GATE-ELITE/trophies,25,30,https://www.truetrophies.com/game/STEINS-GATE-ELITE,Visual-Novel,MAGES,Spike-Chunsoft,2019/February/19,18.19GB
1234,Steins;Gate: My Darling's Embrace,1467,1.16,550,69.1,4.4,https://www.truetrophies.com/game/STEINSGATE-My-Darlings-Embrace/trophies,2,3,https://www.truetrophies.com/game/STEINSGATE-My-Darlings-Embrace,Visual-Novel,5pb,Spike-Chunsoft,2019/December/10,4.71GB
1235,Stick It To The Man,437,1.39,23551,33.8,3.3,https://www.truetrophies.com/game/Stick-It-To-The-Man/trophies,5,6,https://www.truetrophies.com/game/Stick-It-To-The-Man,Platformer,Zoink,Ripstone,2014/May/06,1.63GB
1236,Stikbold! A Dodgeball Adventure,2809,2.13,4865,16.4,3.1,https://www.truetrophies.com/game/Stikbold-A-Dodgeball-Adventure/trophies,8,10,https://www.truetrophies.com/game/Stikbold-A-Dodgeball-Adventure,Dodgeball|Party|Sports,Game-Swing,Curve-Digital,2016/April/05,634MB
1237,Stories: The Path of Destinies,2256,1.67,36176,20.0,3.5,https://www.truetrophies.com/game/Stories-The-Path-of-Destinies/trophies,15,20,https://www.truetrophies.com/game/Stories-The-Path-of-Destinies,Action-Adventure,Spearhead-Games,Spearhead-Games,2016/April/12,2.10GB
1238,Storm Boy,1304,1.01,3819,97.5,2.6,https://www.truetrophies.com/game/Storm-Boy/trophies,0,1,https://www.truetrophies.com/game/Storm-Boy,Adventure,Blowfish-Studios,Level-77,2018/November/21,468MB
1239,Storm Boy (EU),1299,1.01,5841,98.4,2.4,https://www.truetrophies.com/game/Storm-Boy-European/trophies,0,1,https://www.truetrophies.com/game/Storm-Boy-European,Adventure,Blowfish-Studios,Blowfish-Studios,2018/November/20,468MB
1240,Strange Brigade,3081,1.68,7806,6.5,3.7,https://www.truetrophies.com/game/Strange-Brigade/trophies,15,20,https://www.truetrophies.com/game/Strange-Brigade,Third-Person-Shooter,Rebellion,Rebellion,2018/August/28,28.09GB
1241,Strawberry Vinegar,1365,1.01,888,97.4,2.2,https://www.truetrophies.com/game/Strawberry-Vinegar/trophies,0,1,https://www.truetrophies.com/game/Strawberry-Vinegar,Visual-Novel,ebihime,Ratalaika-Games,2020/June/02,496MB
1242,Strawberry Vinegar (EU),1366,1.01,964,97.3,2.1,https://www.truetrophies.com/game/Strawberry-Vinegar-European/trophies,0,700,https://www.truetrophies.com/game/Strawberry-Vinegar-European,Visual-Novel,ebihime,Ratalaika-Games,2020/June/03,414MB
1243,Stretch Arcade,1529,1.13,1577,71.0,2.4,https://www.truetrophies.com/game/Stretch-Arcade/trophies,0,1,https://www.truetrophies.com/game/Stretch-Arcade,Action,Top-Rated,Top-Rated,2019/November/22,241MB
1244,Stretch Arcade (EU),1502,1.11,1340,74.6,2.0,https://www.truetrophies.com/game/Stretch-Arcade-European/trophies,0,1,https://www.truetrophies.com/game/Stretch-Arcade-European,Action,Top-Rated,Top-Rated,2019/December/03,241MB
1245,Stretch Arcade (HK/TW),1408,1.04,400,89.3,1.2,https://www.truetrophies.com/game/Stretch-Trophies-Hong-Kong/trophies,0,1,https://www.truetrophies.com/game/Stretch-Trophies-Hong-Kong,Action,Top-Rated,Top-Rated,2019/November/22,241MB
1246,Strider,2914,2.29,56794,11.0,3.4,https://www.truetrophies.com/game/Strider/trophies,12,15,https://www.truetrophies.com/game/Strider,Metroidvania|Platformer,Double-Helix,Capcom-Entertainment,2014/February/19,2.89GB
1247,Submerged,357,1.25,1854,47.5,3.2,https://www.truetrophies.com/game/Submerged/trophies,6,8,https://www.truetrophies.com/game/Submerged,Adventure,Uppercut-Games,Screen-Australia,2015/August/04,1.60GB
1248,Submerged (EU),343,1.21,1241,51.7,3.0,https://www.truetrophies.com/game/Submerged-European/trophies,5,6,https://www.truetrophies.com/game/Submerged-European,Adventure,Uppercut-Games,Screen-Australia,2015/August/05,1.60GB
1249,Subnautica,2431,1.82,11677,23.3,3.9,https://www.truetrophies.com/game/Subnautica/trophies,35,40,https://www.truetrophies.com/game/Subnautica,Sandbox|Survival,Unknown-Worlds-Entertainment,Unknown-Worlds-Entertainment,2018/December/04,4.24GB
1250,Suicide Guy,1337,1.06,1943,83.2,2.6,https://www.truetrophies.com/game/Suicide-Guy/trophies,3,4,https://www.truetrophies.com/game/Suicide-Guy,Platformer|Puzzle,Fabio-Ferrara,Chubby-Pixel,2018/February/22,2.22GB
1251,Suicide Guy (EU),1331,1.06,2934,85.3,2.1,https://www.truetrophies.com/game/Suicide-Guy-European/trophies,2,3,https://www.truetrophies.com/game/Suicide-Guy-European,Platformer|Puzzle,Fabio-Ferrara,Chubby-Pixel,2018/February/21,2.22GB
1252,Suicide Guy: Sleepin' Deeply (EU),1368,1.06,1510,85.0,2.3,https://www.truetrophies.com/game/Suicide-Guy-Sleepin-Deeply-European/trophies,1,2,https://www.truetrophies.com/game/Suicide-Guy-Sleepin-Deeply-European,Platformer|Puzzle,Fabio-Ferrara,Chubby-Pixel,2019/January/08,1.48GB
1253,Super Box Land Demake,1313,1.02,1863,95.1,2.3,https://www.truetrophies.com/game/Super-Box-Land-Demake/trophies,0,1,https://www.truetrophies.com/game/Super-Box-Land-Demake,Puzzle,lightUP,Ratalaika-Games,2019/October/08,49MB
1254,Super Box Land Demake (Asia),1302,1.01,722,97.5,0.5,https://www.truetrophies.com/game/Super-Box-Land-Demake-Asian/trophies,0,1,https://www.truetrophies.com/game/Super-Box-Land-Demake-Asian,Puzzle,lightUP,eastasiasoft,2019/October/25,47MB
1255,Super Box Land Demake (EU),1313,1.02,2451,95.1,1.7,https://www.truetrophies.com/game/Super-Box-Land-Demake-European/trophies,0,1,https://www.truetrophies.com/game/Super-Box-Land-Demake-European,Puzzle,lightUP,Ratalaika-Games,2019/October/09,52MB
1256,Super Destronaut DX,1361,1.01,6279,97.9,2.7,https://www.truetrophies.com/game/Super-Destronaut-DX/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-DX,Shoot-em-up,Petite-Games,Ratalaika-Games,2018/July/17,209MB
1257,Super Destronaut DX (Asia),1355,1.0,2607,99.0,2.2,https://www.truetrophies.com/game/Super-Destronaut-DX-Asian/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-DX-Asian,Shoot-em-up,Petite-Games,eastasiasoft,2018/July/27,214MB
1258,Super Destronaut DX (EU),1360,1.01,9530,98.0,2.7,https://www.truetrophies.com/game/Super-Destronaut-DX-European/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-DX-European,Shoot-em-up,Petite-Games,Ratalaika-Games,2018/July/11,212MB
1259,Super Destronaut: Land Wars,1322,1.02,1737,93.8,2.5,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars,First-Person-Shooter,Petite-Games,Ratalaika-Games,2020/March/10,238MB
1260,Super Destronaut: Land Wars (Asia),1301,1.01,596,97.8,0.5,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars-Asian/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars-Asian,First-Person-Shooter,Petite-Games,eastasiasoft,2020/April/07,298MB
1261,Super Destronaut: Land Wars (EU),1318,1.02,2317,94.6,2.2,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars-European/trophies,0,1,https://www.truetrophies.com/game/Super-Destronaut-Land-Wars-European,First-Person-Shooter,Petite-Games,Ratalaika-Games,2020/March/11,241MB
1262,Super Exploding Zoo,2371,1.88,30352,22.8,2.8,https://www.truetrophies.com/game/Super-Exploding-Zoo/trophies,5,6,https://www.truetrophies.com/game/Super-Exploding-Zoo,Action,Honeyslug,Sony-Computer-Entertainment,2015/June/02,699MB
1263,Super Kids Racing,308,1.02,1236,94.3,1.2,https://www.truetrophies.com/game/Super-Kids-Racing/trophies,0,1,https://www.truetrophies.com/game/Super-Kids-Racing,Arcade-Racing|Automobile,Yash-Future-Tech-Solutions,Yash-Future-Tech-Solutions,2018/June/25,978MB
1264,Super Kids Racing (EU),305,1.02,748,95.6,1.0,https://www.truetrophies.com/game/Super-Kids-Racing-European/trophies,0,1,https://www.truetrophies.com/game/Super-Kids-Racing-European,Arcade-Racing|Automobile,Yash-Future-Tech-Solutions,Yash-Future-Tech-Solutions,2018/June/25,978MB
1265,Super Korotama (EU),1446,1.1,309,76.1,2.8,https://www.truetrophies.com/game/Super-Korotama-European/trophies,1,2,https://www.truetrophies.com/game/Super-Korotama-European,Action,Catness-Game-Studios,Catness-Game-Studios,2019/December/13,414MB
1266,Super Star Wars,719,2.28,4682,9.9,3.6,https://www.truetrophies.com/game/Super-Star-Wars/trophies,4,5,https://www.truetrophies.com/game/Super-Star-Wars,Run-and-Gun,LucasArts,Disney-Interactive-Studios,2015/November/17,41MB
1267,Super Time Force Ultra,3745,2.97,22360,7.1,3.5,https://www.truetrophies.com/game/Super-Time-Force-Ultra/trophies,15,20,https://www.truetrophies.com/game/Super-Time-Force-Ultra,Run-and-Gun,Capy-Games,Capy-Games,2015/September/01,611MB
1268,Super Toy Cars,453,1.51,1010,27.9,2.3,https://www.truetrophies.com/game/Super-Toy-Cars/trophies,6,8,https://www.truetrophies.com/game/Super-Toy-Cars,Arcade-Racing|Automobile,Eclipse-Games,Eclipse-Games,2016/January/05,672MB
1269,Super Weekend Mode,1304,1.01,3917,96.6,2.2,https://www.truetrophies.com/game/Super-Weekend-Mode/trophies,0,1,https://www.truetrophies.com/game/Super-Weekend-Mode,Shoot-em-up,Pixelteriyaki,Ratalaika-Games,2019/April/09,233MB
1270,Super Weekend Mode (Asia),1298,1.01,1493,98.4,2.5,https://www.truetrophies.com/game/Super-Weekend-Mode-Asian/trophies,0,1,https://www.truetrophies.com/game/Super-Weekend-Mode-Asian,Shoot-em-up,Pixelteriyaki,eastasiasoft,2019/May/09,407MB
1271,Super Weekend Mode (EU),1305,1.01,5319,95.8,2.4,https://www.truetrophies.com/game/Super-Weekend-Mode-European/trophies,0,1,https://www.truetrophies.com/game/Super-Weekend-Mode-European,Shoot-em-up,Pixelteriyaki,Ratalaika-Games,2019/April/10,235MB
1272,Super Wiloo Demake,1365,1.01,2431,97.2,1.6,https://www.truetrophies.com/game/Super-Wiloo-Demake/trophies,0,1,https://www.truetrophies.com/game/Super-Wiloo-Demake,Platformer,lightUP,Ratalaika-Games,2019/July/30,84MB
1273,Super Wiloo Demake (Asia),1357,1.01,978,98.8,1.0,https://www.truetrophies.com/game/Super-Wiloo-Demake-Asian/trophies,0,1,https://www.truetrophies.com/game/Super-Wiloo-Demake-Asian,Platformer,lightUP,eastasiasoft,2019/August/09,82MB
1274,Super Wiloo Demake (EU),1366,1.01,3402,97.1,1.8,https://www.truetrophies.com/game/Super-Wiloo-Demake-European/trophies,0,1,https://www.truetrophies.com/game/Super-Wiloo-Demake-European,Platformer,lightUP,Ratalaika-Games,2019/July/31,86MB
1275,SUPERHOT: MIND CONTROL DELETE,2023,1.55,2481,24.0,3.6,https://www.truetrophies.com/game/SUPERHOT-MIND-CONTROL-DELETE/trophies,12,15,https://www.truetrophies.com/game/SUPERHOT-MIND-CONTROL-DELETE,First-Person-Shooter,SUPERHOT-Team,SUPERHOT-Team,2020/July/16,1.04GB
1276,Survive! Mr.Cube,1381,1.02,852,91.4,2.4,https://www.truetrophies.com/game/Survive-MrCube/trophies,4,5,https://www.truetrophies.com/game/Survive-MrCube,Roguelite,Intragames,Intragames,2018/April/26,1.15GB
1277,Sushi Break (EU),1328,1.05,465,83.0,2.5,https://www.truetrophies.com/game/Sushi-Break-European/trophies,1,2,https://www.truetrophies.com/game/Sushi-Break-European,Action,Smobile,Smobile,2020/June/05,191MB
1278,SwapQuest,1881,1.39,886,47.4,3.4,https://www.truetrophies.com/game/SwapQuest/trophies,10,700,https://www.truetrophies.com/game/SwapQuest,Puzzle|Role-Playing,Rebusmind,Rebusmind,2017/August/22,162MB
1279,Sword Art Online: Hollow Realization,3405,2.58,11344,8.5,3.9,https://www.truetrophies.com/game/Sword-Art-Online-Hollow-Realization/trophies,100,120,https://www.truetrophies.com/game/Sword-Art-Online-Hollow-Realization,Action-RPG|Role-Playing,Aquria,Bandai-Namco-Entertainment,2016/October/27,19.06GB
1280,Sword Art Online: Lost Song,2399,1.88,16566,18.2,3.8,https://www.truetrophies.com/game/Sword-Art-Online-Lost-Song-PS4/trophies,50,60,https://www.truetrophies.com/game/Sword-Art-Online-Lost-Song-PS4,Action-RPG|Role-Playing,ArtDink,Bandai-Namco-Entertainment,2015/November/13,5.00GB
1281,Swordbreaker The Game,1356,1.02,724,96.0,2.5,https://www.truetrophies.com/game/Swordbreaker-The-Game/trophies,0,1,https://www.truetrophies.com/game/Swordbreaker-The-Game,Visual-Novel,DuCats-Games-Studio,Sometimes-You,2020/September/30,560MB
1282,Swordbreaker The Game (EU),1365,1.02,970,94.4,1.6,https://www.truetrophies.com/game/Swordbreaker-The-Game-European/trophies,0,1,https://www.truetrophies.com/game/Swordbreaker-The-Game-European,Visual-Novel,DuCats-Games-Studio,Sometimes-You,2020/September/30,560MB
1283,Syrup and the Ultimate Sweet,1334,1.01,1776,97.6,1.9,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet/trophies,0,1,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet,Visual-Novel,NomnomNami,Ratalaika-Games,2020/March/04,198MB
1284,Syrup and the Ultimate Sweet (Asia),1329,1.01,839,98.7,2.2,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet-Asian/trophies,0,1,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet-Asian,Visual-Novel,NomnomNami,eastasiasoft,2020/March/10,197MB
1285,Syrup and the Ultimate Sweet (EU),1334,1.01,2254,97.8,2.2,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet-European/trophies,0,1,https://www.truetrophies.com/game/Syrup-and-the-Ultimate-Sweet-European,Visual-Novel,NomnomNami,Ratalaika-Games,2020/March/04,203MB
1286,Table Top Racing: World Tour,3589,2.44,87316,1.1,3.1,https://www.truetrophies.com/game/Table-Top-Racing-World-Tour/trophies,12,15,https://www.truetrophies.com/game/Table-Top-Racing-World-Tour,Arcade-Racing|Automobile,Playrise-Digital,Playrise-Digital,2016/May/03,1.70GB
1287,Tacoma,1370,1.09,3291,80.9,3.2,https://www.truetrophies.com/game/Tacoma/trophies,1,2,https://www.truetrophies.com/game/Tacoma,Adventure,Fullbright,Fullbright,2018/May/08,1.59GB
1288,Takotan,1345,1.02,354,95.2,0.5,https://www.truetrophies.com/game/Takotan/trophies,1,2,https://www.truetrophies.com/game/Takotan,Shoot-em-up,eastasiasoft|Joseph Calabro,eastasiasoft,2020/September/09,158MB
1289,Tales from the Borderlands,1479,1.1,12296,71.9,4.1,https://www.truetrophies.com/game/Tales-from-the-Borderlands/trophies,8,10,https://www.truetrophies.com/game/Tales-from-the-Borderlands,Adventure|Point-and-Click,Telltale-Games,Telltale-Games,2014/November/25,9.63GB
1290,Tales from the Borderlands (PS4) (Digital),1499,1.11,92087,70.5,4.2,https://www.truetrophies.com/game/Tales-from-the-Borderlands-PS4-Digital/trophies,1,2,https://www.truetrophies.com/game/Tales-from-the-Borderlands-PS4-Digital,Adventure|Point-and-Click,Telltale-Games,Telltale-Games,2014/November/25,2.70GB
1291,Tales of Berseria,3216,2.38,26126,8.6,4.2,https://www.truetrophies.com/game/Tales-of-Berseria/trophies,120,150,https://www.truetrophies.com/game/Tales-of-Berseria,Action-RPG|Role-Playing,Bandai-Namco-Entertainment,Bandai-Namco-Entertainment,2016/August/18,12.37GB
1292,Tales of Vesperia: Definitive Edition,3338,2.47,10288,8.3,4.7,https://www.truetrophies.com/game/Tales-of-Vesperia-Definitive-Edition/trophies,150,200,https://www.truetrophies.com/game/Tales-of-Vesperia-Definitive-Edition,Action-RPG|Role-Playing,Namco-Tales-Studio,Bandai-Namco-Entertainment,2019/January/11,22.78GB
1293,Tales of Zestiria,4506,2.92,23832,3.9,3.8,https://www.truetrophies.com/game/Tales-of-Zestiria/trophies,80,100,https://www.truetrophies.com/game/Tales-of-Zestiria,Action-RPG|Role-Playing,Bandai-Namco-Entertainment,Bandai-Namco-Entertainment,2015/October/16,11.30GB
